channel_sales,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,margin_gross_pow_ele,nb_prod_act,num_years_antig,origin_up,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,churn,date_activ_year,date_activ_month,date_activ_day,date_activ_dayofweek,date_activ_dayofyear,date_end_year,date_end_month,date_end_day,date_end_dayofweek,date_end_dayofyear,date_modif_prod_year,date_modif_prod_month,date_modif_prod_day,date_modif_prod_dayofweek,date_modif_prod_dayofyear,date_renewal_year,date_renewal_month,date_renewal_day,date_renewal_dayofweek,date_renewal_dayofyear,power_utilization_ratio,cons_vs_forecast,discount_impact,total_energy_usage
foosdfpfkusacimwkcsosbicdxkicaua,345,15.92,0.186182,0,45.80687796,f,46.32,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.18E-06,0,0,3.82E-13,0,3.32E-06,0,0,0,0,2012,2,4,5,35,2016,2,26,4,57,2015,12,18,4,352,2015,2,27,4,58,25.55555556,3403.41,0.458415186,4048
foosdfpfkusacimwkcsosbicdxkicaua,0,17.21,0.145711,0,44.31137796,f,21.52,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.00E-06,0,0,0.008619686,0,3.32E-06,0,0,0,1,2012,6,7,3,159,2016,6,7,1,159,2012,6,7,3,159,2015,6,23,1,174,104.520202,16265.16,0,16556
foosdfpfkusacimwkcsosbicdxkicaua,0,15.73,0.182936,0,47.80087836,f,46.32,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.28E-06,0,0,3.49E-13,0,3.32E-06,0,0,0,0,2012,2,1,2,32,2016,2,27,5,58,2015,12,17,3,351,2015,3,9,0,68,12.22853535,1573.93,1.271571241,1937
foosdfpfkusacimwkcsosbicdxkicaua,2321,128.19,0.11286,0.096521,40.606701,f,27,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.24E-05,2.26E-06,5.91E-06,0.007037517,0.002533506,1.11E-05,2.90E-06,4.86E-10,0,1,2012,6,27,2,179,2016,6,11,5,163,2014,6,11,2,162,2015,6,12,4,163,134.337963,26167.82,0,29017
MISSING,0,132.16,0.115237,0.100123,40.606701,f,0.9,1,11,ldkssxwpmemidmecebumciepifcamkci,5.80E-05,2.71E-05,0.000430836,1.141424544,49.36792647,0.000125834,4.13E-05,0.000865665,2.28284707,0,2004,12,28,1,363,2016,12,28,2,363,2014,11,17,0,321,2015,12,29,1,363,209.3583333,46154.55,0,50246
MISSING,839,132.13,0.115237,0.100123,40.606701,f,9.92,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.99E-05,4.19E-06,8.22E-08,0.004021349,0.001447757,1.27E-05,2.68E-06,1.54E-07,0.007077419,0,2009,10,16,4,289,2016,10,16,6,290,2009,10,16,4,289,2015,10,18,6,291,49.52020202,10582.1,0,11766
MISSING,1743,38.41,0.140277,0,44.31137796,f,17.45,1,7,ldkssxwpmemidmecebumciepifcamkci,1.67E-05,0,0,0.008619647,0,7.98E-06,0,0,0,0,2009,7,2,3,183,2016,7,2,5,184,2015,5,23,5,143,2015,7,4,5,185,69.5486913,9865.69,0,11564
foosdfpfkusacimwkcsosbicdxkicaua,1273,132.14,0.115237,0.100123,40.606701,f,6.24,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.88E-05,4.40E-06,4.60E-08,0.002211738,0.000796268,1.20E-05,2.80E-06,9.70E-08,0.004423387,0,2009,11,6,4,310,2016,11,6,6,311,2015,4,13,0,103,2015,11,9,0,313,124.4444444,47595.78,0,49280
MISSING,556,146.07,0.114604,0.098262,40.606701,f,22.31,1,7,lxidpiddsbxsbosboudacockeimpuepw,6.47E-05,2.49E-05,0.000440483,1.102785435,49.55070565,1.01E-05,1.40E-06,1.49E-06,0.004423387,0,2009,7,17,4,198,2016,7,17,6,199,2015,6,16,1,167,2015,7,19,6,200,106.8030303,20646.21,0,21147
MISSING,0,15.94,0.144902,0,44.31137796,f,10.08,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.02E-06,0,0,0.006464779,0,2.71E-06,0,0,0.009481719,0,2009,9,1,1,244,2016,9,1,3,245,2009,9,1,1,244,2015,9,2,2,245,20.01539646,2124.52,0,2496
ewpakwlliwisiwduibdlfmalxowmwpci,0,19.74,0.146688,0,44.31137796,f,33.36,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.55E-06,0,0,2.18E-13,0,3.32E-06,0,0,0,0,2012,1,5,3,5,2017,1,5,3,5,2012,1,5,3,5,2016,1,6,2,6,256.9256757,41067,0,41067
lmkebamcaaclubfxadlmueccxoimlema,373,15.71,0.144902,0,44.31137796,f,10.36,1,5,ldkssxwpmemidmecebumciepifcamkci,5.67E-06,0,0,0.004788721,0,3.59E-06,0,0,0.008428194,0,2010,10,8,4,281,2016,10,8,5,282,2010,10,8,4,281,2015,10,11,6,284,939.665127,155903.7,0,156240
MISSING,0,17.55,0.164637,0.086741,44.31137796,f,23.28,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.40E-06,5.73E-07,0,3.49E-13,0,3.57E-06,9.45E-08,0,0,0,2010,2,10,2,41,2016,2,10,2,41,2010,2,10,2,41,2015,2,11,2,42,77.00483092,8490.87,0,9564
MISSING,922,132.52,0.11026,0.095146,40.606701,t,0,3,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.90E-05,5.39E-06,9.39E-08,3.44E-12,1.85E-12,1.10E-05,2.87E-06,4.86E-10,0,0,2009,12,29,1,363,2017,1,18,2,18,2016,1,18,0,18,2015,12,30,2,364,2426.276042,464997.35,0,1278802
foosdfpfkusacimwkcsosbicdxkicaua,223,128.89,0.11691,0.100572,40.606701,t,67.72,3,6,lxidpiddsbxsbosboudacockeimpuepw,2.41E-05,5.69E-06,4.16E-07,0.007037428,0.002533545,1.51E-05,3.57E-06,2.62E-07,0.004423387,0,2010,7,12,0,193,2016,7,12,1,194,2010,7,12,0,193,2015,7,14,1,195,4.591666667,2457.72,0,10484
MISSING,0,17.29,0.144902,0,44.31137796,f,12.82,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.02E-06,0,0,0.006464769,0,2.71E-06,0,0,0.009481719,0,2009,9,2,2,245,2016,9,2,4,246,2009,9,2,2,245,2015,9,3,3,246,37.39267677,5138.86,0,5923
foosdfpfkusacimwkcsosbicdxkicaua,1402,129.61,0.116509,0.101397,40.606701,t,14.44,2,3,lxidpiddsbxsbosboudacockeimpuepw,3.14E-05,1.13E-05,2.82E-06,0.004021349,0.001447757,1.10E-05,2.77E-06,1.12E-06,0.007077419,0,2012,10,10,2,284,2016,10,10,0,284,2015,5,24,6,144,2015,10,11,6,284,34.4127907,15817.05,0,30594
MISSING,2641,18.84,0.145711,0,44.31137796,f,16.66,1,7,ldkssxwpmemidmecebumciepifcamkci,3.76E-06,0,0,0.008380226,0,2.37E-06,0,0,0.005267621,0,2009,7,1,2,182,2016,7,1,4,183,2009,7,1,2,182,2015,7,4,5,185,85.74494949,11542.62,0,13582
lmkebamcaaclubfxadlmueccxoimlema,5744,131.02,0.115744,0.098858,40.606701,t,21.86,2,5,lxidpiddsbxsbosboudacockeimpuepw,1.48E-05,3.55E-06,2.51E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2011,3,10,3,69,2016,3,10,3,70,2011,3,10,3,69,2015,3,11,2,70,20690.34667,6201294.16,0,6248636
foosdfpfkusacimwkcsosbicdxkicaua,1466,145.67,0.120372,0.103487,40.606701,f,55.48,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.55E-05,3.72E-06,1.78E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2012,3,13,1,73,2016,3,13,6,73,2013,11,5,1,309,2015,3,16,0,75,37.33333333,16517.94,0,18368
lmkebamcaaclubfxadlmueccxoimlema,10226,141.8,0.145677,0.125383,41.2713642,f,173.49,1,6,ldkssxwpmemidmecebumciepifcamkci,3.49E-05,9.01E-06,1.82E-06,0.016658635,0.010753958,3.74E-05,1.12E-05,2.42E-06,0.029319241,0,2009,12,5,5,339,2016,11,7,0,312,2014,11,11,1,315,2015,11,9,0,313,99.45850649,82892,0.028363765,94776
lmkebamcaaclubfxadlmueccxoimlema,2001,131.76,0.11691,0.100572,40.606701,f,20.61,1,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.32E-05,5.54E-06,0.00111999,0.007238536,0.002605915,1.11E-05,2.90E-06,4.86E-10,0,0,2010,9,20,0,263,2016,9,20,1,264,2013,7,19,4,200,2015,9,25,4,268,2667.441667,959058.42,0,960279
MISSING,2694,129.25,0.11286,0.096521,40.606701,t,15.45,2,6,lxidpiddsbxsbosboudacockeimpuepw,1.62E-05,2.25E-06,2.34E-06,0.007037428,0.002533545,1.02E-05,1.42E-06,1.47E-06,0.004423387,0,2010,7,6,1,187,2016,7,12,1,194,2010,7,6,1,187,2015,7,14,1,195,147.4625,31928.42,0,80547
foosdfpfkusacimwkcsosbicdxkicaua,6893,16.19,0.162033,0.084138,44.31137796,t,27.14,3,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.73E-06,2.63E-07,0,0.006464721,0,3.57E-06,9.45E-08,0,0,0,2010,1,11,0,11,2016,3,8,1,68,2010,1,11,0,11,2015,3,9,0,68,273.0618687,40921.27,0,106927
foosdfpfkusacimwkcsosbicdxkicaua,3416,145.44,0.1169,0.100015,40.606701,f,22.32,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.48E-05,3.55E-06,2.52E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2012,3,7,2,67,2016,3,7,0,67,2013,11,5,1,309,2015,3,9,0,68,215.6969697,38343.7,0,42708
foosdfpfkusacimwkcsosbicdxkicaua,1116,13.77,0.143575,0,44.31137796,f,31.2,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.72E-06,0,0,3.82E-13,0,3.74E-06,0,0,0,0,2012,1,23,0,23,2017,1,23,0,23,2015,11,17,1,321,2016,1,24,6,24,287.8476232,45853.76,0,47861
foosdfpfkusacimwkcsosbicdxkicaua,0,16.45,0.146348,0,46.30537836,t,26.73,3,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.87E-06,0,0,0.39522717,0,3.19E-06,0,0,0.790454578,0,2009,11,23,0,327,2016,11,23,2,328,2009,11,23,0,327,2015,11,24,1,328,1795.467172,284126.58,0,1460635
foosdfpfkusacimwkcsosbicdxkicaua,6295,142.62,0.113323,0.096984,40.606701,f,25.44,1,4,ldkssxwpmemidmecebumciepifcamkci,1.90E-05,3.63E-06,1.43E-06,0.007238536,0.002605915,1.11E-05,2.90E-06,4.86E-10,0,0,2012,6,6,2,158,2016,6,6,0,158,2012,6,6,2,158,2015,6,23,1,174,149.5849371,70675.3,0,78349
foosdfpfkusacimwkcsosbicdxkicaua,1633,152.16,0.111888,0.096772,40.606701,t,0.8,2,4,lxidpiddsbxsbosboudacockeimpuepw,2.16E-05,7.17E-06,9.35E-07,0.006434195,0.002316395,1.62E-05,6.37E-06,1.83E-06,0.007077419,0,2011,12,22,3,356,2016,12,22,3,357,2015,11,18,2,322,2015,12,23,2,357,102.587963,19916.81,0,23730
foosdfpfkusacimwkcsosbicdxkicaua,0,0,0.273963,0,59.26637796,f,207.54,1,3,lxidpiddsbxsbosboudacockeimpuepw,0.003591331,0,0,55.84605316,0,3.32E-06,0,0,0,0,2013,4,15,0,105,2016,4,15,4,106,2013,4,15,0,105,2015,4,16,3,106,5.466945727,685.87,0,909
foosdfpfkusacimwkcsosbicdxkicaua,0,18.3,0.147506,0,46.30537836,f,33.36,1,3,lxidpiddsbxsbosboudacockeimpuepw,4.24E-06,0,0,0.718594834,0,3.01E-06,0,0,1.264727325,0,2012,10,23,1,297,2016,10,23,6,297,2012,10,23,1,297,2015,10,25,6,298,17.32648522,2353.73,0,2773
foosdfpfkusacimwkcsosbicdxkicaua,7482,21.49,0.138598,0,44.31137796,f,0,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.69E-06,0,0,3.49E-13,0,3.29E-06,0,0,0,1,2012,4,26,3,117,2016,2,9,1,40,2014,4,16,2,106,2015,2,11,2,42,23058.48384,2908003.05,0,2910903
usilxuppasemubllopkaafesmlibmsdf,0,15.02,0.144039,0,45.30837756,f,15.12,1,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.26E-05,0,0,3.49E-13,0,9.99E-06,0,0,0,0,2011,12,16,4,350,2016,12,16,4,351,2015,11,1,6,305,2015,12,17,3,351,48.96464646,6587.81,0,7756
foosdfpfkusacimwkcsosbicdxkicaua,901,129.96,0.11691,0.100572,40.606701,t,23.47,3,4,lxidpiddsbxsbosboudacockeimpuepw,2.33E-05,5.33E-06,5.77E-07,0.007037428,0.002533545,1.33E-05,2.74E-06,5.60E-07,0.004423387,0,2012,7,7,5,189,2016,7,7,3,189,2015,5,24,6,144,2015,7,9,3,190,483.5219291,99563.5,0,188346
lmkebamcaaclubfxadlmueccxoimlema,0,17.65,0.145711,0,44.31137796,t,21.48,2,6,ldkssxwpmemidmecebumciepifcamkci,7.01E-06,0,0,0.007661917,0,3.32E-06,0,0,0,1,2010,4,28,2,118,2016,4,28,3,119,2010,4,28,2,118,2015,4,29,2,119,44.49736977,5471.04,0,8486
usilxuppasemubllopkaafesmlibmsdf,0,15.07,0.143166,0,44.31137796,t,9.2,4,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.67E-06,0,0,0.004788727,0,3.59E-06,0,0,0.008428194,0,2011,10,6,3,279,2016,10,6,3,280,2011,10,6,3,279,2015,10,9,4,282,109.1224018,15451.56,0,29223
usilxuppasemubllopkaafesmlibmsdf,0,19.2,0.141666,0,44.31137796,f,12.36,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.44E-05,0,0,0.007661982,0,2.62E-06,0,0,0.008428194,0,2011,8,10,2,222,2016,8,10,2,223,2015,6,16,1,167,2015,8,11,1,223,7.178376644,764.81,0,895
foosdfpfkusacimwkcsosbicdxkicaua,2912,129.37,0.157877,0.135732,41.1052014,f,43.71,2,4,lxidpiddsbxsbosboudacockeimpuepw,0.000262671,0.000228338,0.000125626,0.051136445,0.051136445,0.0004498,0.000351561,0.000156169,0.07500012,0,2012,7,19,3,201,2016,9,23,4,267,2015,9,23,2,266,2015,7,20,0,201,164.3583333,35230.76,0.112473287,39446
MISSING,0,17.88,0.146348,0,45.30837756,f,18.72,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.89E-06,0,0,0.202274992,0,2.56E-06,0,0,0.322502629,0,2009,10,14,2,287,2016,10,14,4,288,2009,10,14,2,287,2015,10,15,3,288,39.19191919,5274.7,0,6208
foosdfpfkusacimwkcsosbicdxkicaua,2610,130.68,0.111194,0.096078,40.606701,f,41.52,1,3,lxidpiddsbxsbosboudacockeimpuepw,5.19E-05,3.59E-05,0.000464321,1.134500974,49.40477186,0.00010936,5.54E-05,0.00092895,2.247075103,0,2012,11,3,5,308,2017,1,5,3,5,2016,1,5,1,5,2015,11,4,2,308,71.00458269,21065.58,0,23613
foosdfpfkusacimwkcsosbicdxkicaua,0,132.84,0.114604,0.098262,40.606701,f,44.69,1,6,lxidpiddsbxsbosboudacockeimpuepw,1.83E-05,3.09E-06,1.66E-06,0.007037428,0.002533545,1.01E-05,1.40E-06,1.49E-06,0.004423387,0,2010,7,5,0,186,2016,7,5,1,187,2015,6,24,2,175,2015,7,7,1,188,0,0,0,0
usilxuppasemubllopkaafesmlibmsdf,6061,131.39,0.161936,0.136336,41.1052014,f,44.01,1,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,0.000401419,0.000281568,0.000164955,0.060122196,0.060123413,1.11E-05,2.90E-06,4.86E-10,0,1,2013,1,14,0,14,2016,5,13,4,134,2015,5,13,2,133,2015,1,19,0,19,716.8299891,120849.76,0.042582313,129038
foosdfpfkusacimwkcsosbicdxkicaua,0,132,0.111125,0.094233,40.606701,f,79.8,1,6,lxidpiddsbxsbosboudacockeimpuepw,1.85E-05,5.28E-06,1.17E-06,3.44E-12,1.85E-12,1.25E-05,3.87E-06,5.13E-07,0,0,2010,7,21,2,202,2016,1,28,3,28,2015,12,16,2,350,2015,1,30,4,30,81.84791667,70841.26,0,78574
foosdfpfkusacimwkcsosbicdxkicaua,8,0,0.164057,0.086803,44.31137796,f,10.36,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.90E-06,5.14E-07,0,0.008380194,0,3.57E-06,9.45E-08,0,0,0,2012,2,9,3,40,2016,10,24,0,298,2013,10,24,3,297,2015,10,25,6,298,53.98383372,8878.41,0,8976
ewpakwlliwisiwduibdlfmalxowmwpci,0,89.45,0.164058,0.086163,44.31137796,f,29.76,1,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.40E-06,5.74E-07,0,2.95E-13,0,3.57E-06,9.45E-08,0,0,0,2011,1,18,1,18,2016,2,20,5,51,2011,1,18,1,18,2015,2,23,0,54,134.1540404,18616.82,0,21250
foosdfpfkusacimwkcsosbicdxkicaua,884,129.61,0.115237,0.100123,40.606701,f,5.52,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.66E-05,3.35E-06,1.16E-06,0,0,1.05E-05,3.12E-06,2.08E-06,0,0,2011,8,10,2,222,2016,10,4,1,278,2014,6,26,3,177,2015,10,5,0,278,993.959596,194707.8,0,196804
foosdfpfkusacimwkcsosbicdxkicaua,0,18.52,0.147506,0,45.80687796,t,24.78,2,4,lxidpiddsbxsbosboudacockeimpuepw,4.95E-06,0,0,0.1875,0,3.19E-06,0,0,0.375,0,2011,11,3,3,307,2016,11,3,3,308,2014,6,28,5,179,2015,11,5,3,309,26.14444444,3993.19,0,21704
MISSING,1358,131.38,0.120372,0.103487,40.606701,f,41.88,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.55E-05,3.72E-06,1.78E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2010,1,4,0,4,2016,3,2,2,62,2010,1,4,0,4,2015,3,9,0,68,85.77200577,22409.92,0,23776
foosdfpfkusacimwkcsosbicdxkicaua,370,14.13,0.147506,0,45.80687796,f,20.61,1,5,lxidpiddsbxsbosboudacockeimpuepw,4.78E-06,0,0,0.234578658,0,3.23E-06,0,0,0.469157621,0,2010,11,15,0,319,2016,11,15,1,320,2010,11,15,0,319,2015,11,17,1,321,29.16,3715.49,0,4374
MISSING,2215,0,0.115182,0.098841,40.606701,t,41.28,2,5,ldkssxwpmemidmecebumciepifcamkci,2.05E-05,3.87E-06,1.32E-06,0,0,1.15E-05,1.83E-06,1.22E-06,0,1,2011,7,7,3,188,2016,7,7,3,189,2015,6,17,2,168,2015,7,9,3,190,73.08574879,21741.75,0,66679
MISSING,0,19.35,0.141434,0,44.31137796,f,14.04,1,6,ldkssxwpmemidmecebumciepifcamkci,3.57E-06,0,0,0.007661943,0,2.36E-06,0,0,0.008428194,0,2009,8,11,1,223,2016,8,11,3,224,2015,6,17,2,168,2015,8,13,3,225,74.82323232,10129.27,0,11852
foosdfpfkusacimwkcsosbicdxkicaua,0,16.74,0.145711,0,44.31137796,f,21.52,1,7,ldkssxwpmemidmecebumciepifcamkci,4.00E-06,0,0,0.008619686,0,3.32E-06,0,0,0,0,2009,6,8,0,159,2016,6,8,2,160,2009,6,8,0,159,2015,6,23,1,174,175.4734848,26853.11,0,27795
MISSING,0,34.83,0.164635,0.086741,44.31137796,f,23.76,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.76E-06,9.44E-07,0,0.006464721,0,3.57E-06,9.45E-08,0,0,0,2010,3,18,3,77,2016,3,18,4,78,2010,3,18,3,77,2015,3,19,3,78,56.49377726,6301.9,0,7045
lmkebamcaaclubfxadlmueccxoimlema,12360,16.26,0.164637,0.087381,44.31137796,t,14.04,2,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.93E-06,3.49E-06,0,0.00766193,0,2.30E-06,4.44E-06,0,0.008428194,0,2010,8,17,1,229,2016,8,17,2,230,2010,8,17,1,229,2015,8,18,1,230,13718.25758,2166884.38,0,2613205
usilxuppasemubllopkaafesmlibmsdf,669,9.71,0.145711,0,44.31137796,f,26.7,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.23E-06,0,0,0.008380194,0,3.32E-06,0,0,0,0,2012,5,24,3,145,2016,5,24,1,145,2012,5,24,3,145,2015,5,31,6,151,46.94041868,6939.55,0,8162
MISSING,0,21.18,0.146348,0,45.80687796,f,17.1,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.87E-06,0,0,0.234578719,0,3.19E-06,0,0,0.469157621,0,2009,11,6,4,310,2016,11,6,6,311,2009,11,6,4,310,2015,11,9,0,313,27.63285024,2916.72,0,3432
foosdfpfkusacimwkcsosbicdxkicaua,0,18.72,0.141434,0,44.31137796,f,12.54,2,4,lxidpiddsbxsbosboudacockeimpuepw,9.77E-06,0,0,0.008619667,0,3.32E-06,0,0,0,0,2012,7,13,4,195,2016,8,1,0,214,2015,6,17,2,168,2015,8,3,0,215,146.1739544,18098.58,0,18453
foosdfpfkusacimwkcsosbicdxkicaua,958,131.76,0.115237,0.100123,40.606701,f,6.21,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.68E-05,4.02E-06,7.76E-07,0.002211738,0.000796268,1.07E-05,3.45E-06,1.58E-06,0.004423387,0,2009,10,22,3,295,2016,11,22,1,327,2009,10,22,3,295,2015,11,23,0,327,59.11616162,12623.35,0,14046
MISSING,5743,0,0.115174,0.098837,40.606701,f,21.16,1,11,ldkssxwpmemidmecebumciepifcamkci,1.64E-05,2.65E-06,2.44E-06,0.007238536,0.002605915,1.11E-05,2.90E-06,4.86E-10,0,0,2005,6,9,3,160,2016,6,9,3,161,2005,6,9,3,160,2015,6,14,6,165,117.9545455,29381.02,0,32697
MISSING,5362,132.94,0.115237,0.100123,40.606701,t,0.72,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.77E-05,4.61E-06,7.73E-10,3.44E-12,1.85E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2009,12,15,1,349,2016,12,15,3,350,2009,12,15,1,349,2015,12,16,2,350,176.989899,31379.03,0,46109
lmkebamcaaclubfxadlmueccxoimlema,0,121.13,0.120372,0.103487,40.606701,t,41.16,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.62E-05,4.04E-06,1.32E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2010,2,10,2,41,2016,2,10,2,41,2010,2,10,2,41,2015,2,11,2,42,43.34848485,7663.55,0,130770
foosdfpfkusacimwkcsosbicdxkicaua,888,17.31,0.142881,0,45.80687796,f,21.78,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.37E-05,0.001107173,0,0.00646476,0,8.09E-06,0.001948625,0,0.009481719,0,2010,11,9,1,313,2016,11,9,2,314,2015,9,20,6,263,2015,11,10,1,314,18.49747475,2493.96,0,2930
foosdfpfkusacimwkcsosbicdxkicaua,21,16.96,0.144902,0,44.31137796,f,26.04,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,9.67E-05,0.000608945,0,2.278650366,0,6.48E-06,0.001217891,0,0.005267621,1,2010,2,5,4,36,2016,6,15,2,167,2014,12,1,0,335,2015,6,23,1,174,2.237297921,238.49,0,279
MISSING,3032,131.76,0.1169,0.100015,40.606701,f,22.44,1,11,ldkssxwpmemidmecebumciepifcamkci,1.58E-05,3.96E-06,1.87E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2005,2,4,4,35,2016,2,4,3,35,2005,2,4,4,35,2015,2,5,3,36,148.8234118,23893.84,0,26790
foosdfpfkusacimwkcsosbicdxkicaua,0,0,0.145711,0,44.31137796,f,11.24,1,6,lxidpiddsbxsbosboudacockeimpuepw,2.83E-06,0,0,0.00646476,0,3.57E-06,0,0,0.009481719,0,2010,2,2,1,33,2016,10,5,2,279,2013,12,3,1,337,2015,10,11,6,284,55.23333333,8472.07,0,9942
MISSING,466,132.24,0.1169,0.100015,40.606701,f,37.68,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.58E-05,3.96E-06,1.87E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2010,1,13,2,13,2016,2,16,1,47,2010,1,13,2,13,2015,2,18,2,49,24.51986755,4000.33,0,4443
foosdfpfkusacimwkcsosbicdxkicaua,1951,144.43,0.11633,0.099441,40.606701,f,29.64,1,5,lxidpiddsbxsbosboudacockeimpuepw,3.35E-05,1.47E-05,3.88E-06,3.44E-12,1.85E-12,1.10E-05,2.87E-06,4.86E-10,0,1,2011,1,5,2,5,2017,1,5,3,5,2015,5,23,5,143,2016,1,6,2,6,88.14814815,18734.41,0,20944
foosdfpfkusacimwkcsosbicdxkicaua,4016,146.95,0.116902,0.100015,40.606701,f,36.36,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.69E-05,4.33E-06,8.70E-07,3.44E-12,1.85E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2011,1,6,3,6,2017,1,6,4,6,2011,1,6,3,6,2016,1,7,3,7,127.9984054,33211.62,0,37246
usilxuppasemubllopkaafesmlibmsdf,4660,131.41,0.115761,0.099419,40.606701,f,10.8,1,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.60E-05,2.44E-06,2.44E-06,0,0,1.14E-05,2.14E-06,1.99E-06,0,0,2011,8,25,3,237,2016,8,25,3,238,2015,7,11,5,192,2015,8,26,2,238,242.4202899,47024.57,0,50181
foosdfpfkusacimwkcsosbicdxkicaua,0,14.78,0.165353,0.086709,45.81137796,f,16.24,1,4,lxidpiddsbxsbosboudacockeimpuepw,9.77E-06,1.88E-06,0,3.49E-13,0,7.56E-06,2.62E-06,0,0,0,2012,1,2,0,2,2016,12,23,4,358,2015,10,30,4,303,2015,12,25,4,359,42.02752117,4569.85,0,5241
MISSING,0,7.99,0.144902,0,44.31137796,f,15.5,1,7,ldkssxwpmemidmecebumciepifcamkci,3.11E-06,0,0,0.008380258,0,1.95E-06,0,0,0.005267621,0,2009,7,21,1,202,2016,7,21,3,203,2009,7,21,1,202,2015,7,22,2,203,35.65151515,4004.09,0,4706
MISSING,579,131.94,0.115237,0.100123,40.9390266,f,17.16,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.77E-05,4.61E-06,7.73E-10,3.44E-12,1.85E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2009,9,1,1,244,2016,12,22,3,357,2009,9,1,1,244,2015,12,23,2,357,633.6363636,124686.28,0,125460
usilxuppasemubllopkaafesmlibmsdf,0,6.8,0.143478,0,44.31137796,f,2.94,1,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,7.20E-06,0,0,0,0,4.76E-06,0,0,0,0,2012,12,26,2,361,2016,12,26,0,361,2015,11,1,6,305,2015,12,27,6,361,154.2424242,17351.68,0,20360
foosdfpfkusacimwkcsosbicdxkicaua,808,143.25,0.115174,0.098837,40.606701,f,17.1,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.64E-05,2.76E-06,2.16E-06,0.006434195,0.002316395,1.04E-05,1.92E-06,2.41E-06,0.007077419,1,2010,8,11,2,223,2016,8,11,3,224,2010,8,11,2,223,2015,8,13,3,225,55.89014181,11723.45,0,13085
